club,last_name,first_name,position,base_salary,guaranteed_compensation
Montreal Impact,Bekker,Kyle,M,61765.0,88015.0
Real Salt Lake,Beltran,Anthony,D,195000.0,205950.0
Toronto FC,Bendik,Joe,GK,150000.0,157375.0
San Jose Earthquakes,Bernardez,Victor,D,200000.0,241600.0
Colorado Rapids,Berner,John,GK,60000.0,60000.0
Montreal Impact,Bernier,Patrice,F-M,90000.0,135000.0
Philadelphia Union,Berry,Austin,D,93519.0,108519.0
Sporting Kansas City,Besler,Matt,D,650000.0,683250.0
Portland Timbers,Besler,Nick,M,65000.0,81250.0
San Jose Earthquakes,Bingham,David,GK,130000.0,137750.0
Philadelphia Union,Bird,Eric,M,60000.0,60000.0
DC United,Birnbaum,Steven,D,66000.0,96000.0
Montreal Impact,Bitolo,Ambroise,D,100000.0,100000.0
Philadelphia Union,Blake,Andre,GK,85000.0,123000.0
Toronto FC,Bloom,Mark,D,90000.0,97348.89
Orlando City SC,Boden,Luke,D,75000.0,75000.0
Houston Dynamo,Boniek Garcia,Oscar,F,245000.0,303750.0
Toronto FC,Bono,Alex,GK,60000.0,80200.0
Portland Timbers,Borchers,Nat,D,235000.0,245000.0
DC United,Boswell,Bobby,D,200000.0,200000.0
Toronto FC,Bradley,Michael,M,6000000.0,6500000.0
New York City FC,Brandt,Connor,M,50000.0,50000.0
New York City FC,Brovsky,Jeb,M,122500.0,129125.0
Houston Dynamo,Bruin,Will,F,140000.0,185000.0
Chicago Fire,Bryce,Kingsley,M,50000.0,50000.0
LA Galaxy,Buddle,Edson,F,100000.0,106250.0
New England Revolution,Bunbury,Teal,F,195000.0,240000.0
Colorado Rapids,Burch,Marc,D,110000.0,110000.0
Colorado Rapids,Burling,Bobby,D,132500.0,140000.0
Chicago Fire,Busch,Jon,GK,85000.0,90000.0
Montreal Impact,Bush,Evan,GK,100000.0,100000.0
Vancouver Whitecaps,Bustos,Marco,M,50000.0,54850.0
Montreal Impact,Cabrera,Victor,D,60000.0,60000.0
New England Revolution,Caldwell,Scott,M,60000.0,67500.0
New York City FC,Calle,Javier,M,200000.0,225750.0
Colorado Rapids,Calvert,Caleb,F,65000.0,72500.0
Montreal Impact,Camara,Hassoun,D/M,235000.0,246625.0
Columbus Crew,Campbell,Sergio,D/M,50000.0,52500.0
Vancouver Whitecaps,Carducci,Marco,GK,60000.0,60000.0
Orlando City SC,Carrasco,Servando,M,80750.0,85375.0
Philadelphia Union,Carreiro,Fred,M,60000.0,60000.0
Philadelphia Union,Carroll,Brian,M,150000.0,150000.0
Orlando City SC,Cascio,Tony,M,78529.0,112279.0
Philadelphia Union,Casey,Conor,F,180000.0,180000.0
New York Red Bulls,Castano,Santiago,GK,60000.0,60000.0
FC Dallas,Castillo,Fabian,F,145000.0,160000.0
Philadelphia Union,Catic,Dzenan,F,60000.0,75000.0
San Jose Earthquakes,Cato,Cordell,F,60000.0,60000.0
Orlando City SC,Ceren,Darwin,M,66000.0,96437.5
Toronto FC,Chapman,Jay,M,70000.0,88500.0
Portland Timbers,Chara,Diego,M,170000.0,170000.0
Toronto FC,Cheyrou,Benoit,M,249999.96,259333.29
Montreal Impact,Ciman,Laurent,D,370000.0,401666.67
FC Dallas,Cirigliano,Ezequiel,M,124999.92,167999.92
Houston Dynamo,Clark,Ricardo,M,304000.0,337750.0
Columbus Crew,Clark,Steve,GK,170000.0,188333.33
Vancouver Whitecaps,Clarke,Caleb,F,60000.0,60000.0
Houston Dynamo,Cochran,AJ,D,60375.0,76375.0
Chicago Fire,Cochrane,Greg,D,60000.0,60000.0
Chicago Fire,Cocis,Razvan,M,220000.0,226666.67
Orlando City SC,Collin,Aurelien,D,500000.0,525000.0
Montreal Impact,Cooper,Kenny,F,220000.0,285625.0
DC United,Coria,Facundo,M,60000.0,70375.0
Seattle Sounders FC,Correa,Andres,D,60000.0,68166.67
FC Dallas,Craft,Coy,F,60000.0,77083.33
Seattle Sounders FC,Craven,Andy,F,60000.0,60000.0
Philadelphia Union,Creavalle,Warren,D,108500.0,119000.0
Montreal Impact,Crepeau,Maxime,GK,60000.0,60000.0
Colorado Rapids,Cronin,Sam,M,200000.0,202500.0
Philadelphia Union,Cruz,Danny,M,125000.0,131666.67
Chicago Fire,Cyrus,Daneil,D,72000.0,77833.33
New England Revolution,Davies,Charlie,F,78750.0,82759.53
Houston Dynamo,Davis,Brad,M,400000.0,445500.0
New York Red Bulls,Davis,Sean,M,80000.0,97500.0
Sporting Kansas City,de Jong,Marcel,D,180000.0,191500.0
Vancouver Whitecaps,Dean,Christian,D,95000.0,176000.0
LA Galaxy,DeLaGarza,AJ,D,200000.0,202500.0
DC United,DeLeon,Nick,M,116259.0,151259.0
Toronto FC,Delgado,Marco,M,80000.0,82500.0
Seattle Sounders FC,Dempsey,Clint,F,3913008.0,4605941.5
Houston Dynamo,Deric,Tyler,GK,105000.0,112666.67
Sporting Kansas City,Dia,Amadou,D,50000.0,50000.0
FC Dallas,Diaz,Mauro,M,364000.0,442400.0
,Dike,Bright,F,60638.0,64388.0
New York City FC,Diskerud,Mix,M,750000.0,750000.0
Montreal Impact,Donadel,Marco,M,190003.92,226670.59
Orlando City SC,Donovan,Conor,D,80000.0,108000.0
Chicago Fire,Doody,Patrick,D,50000.0,50000.0
New England Revolution,Dorman,Andy,M,145000.0,145000.0
LA Galaxy,Dos Santos,Giovani,M,4000008.0,5750008.0
DC United,Doyle,Conor,F,60000.0,61250.0
Colorado Rapids,Doyle,Kevin,F,1125000.0,1170000.0
Montreal Impact,Drogba,Didier,F,1666668.0,2166668.0
Montreal Impact,Duka,Dilaver,M,175000.0,200000.0
LA Galaxy,Dunivant,Todd,D,185000.0,205750.0
New York Red Bulls,Duvall,Chris,D,60000.0,60000.0
Sporting Kansas City,Dwyer,Dom,F,400000.0,518750.0
DC United,Dykstra,Andrew,GK,60000.0,60000.0
FC Dallas,Earle,Otis,D,60000.0,77125.0
Vancouver Whitecaps,Earnshaw,Robert,F,100000.0,100000.0
Philadelphia Union,Edu,Maurice,M,700000.0,768750.0
Orlando City SC,Edwards,Earl,GK,50000.0,50000.0
Sporting Kansas City,Ellis,Kevin,D,60000.0,63150.0
Colorado Rapids,Eloundou,Charles,F,60000.0,65000.0
San Jose Earthquakes,Emeghara,Innocent,F,988000.0,1300000.0
FC Dallas,Escobar,Rolando,M,180000.0,185000.0
DC United,Espindola,Fabian,F,175000.0,175000.0
Sporting Kansas City,Espinoza,Roger,M,750000.0,750000.0
Seattle Sounders FC,Evans,Brad,F,276665.0,302666.25
Philadelphia Union,Fabinho,Fabinho,D,114000.0,118500.0
New York City FC,Facey,Shay,D,120000.0,120000.0
New England Revolution,Fagundez,Diego,F,125000.0,152200.0
DC United,Farfan,Michael,M,120000.0,120000.0
New England Revolution,Farrell,Andrew,D,117500.0,198500.0
Sporting Kansas City,Feilhaber,Benny,M,350000.0,362187.5
Philadelphia Union,Fernandes,Leo,M,60000.0,60000.0
Chicago Fire,Fernandez,Collin,M,65000.0,67000.0
Real Salt Lake,Fernandez,Eduardo,GK,60000.0,60000.0
Colorado Rapids,Figueroa,Maynor,D,99996.0,99996.0
Chicago Fire,Filho,Adailton,D,200000.0,244500.0
Toronto FC,Findley,Robbie,F,225000.0,255500.0
Columbus Crew,Finlay,Ethan,F,135000.0,142500.0
Seattle Sounders FC,Fisher,Oniel,D,50000.0,50000.0
Vancouver Whitecaps,Flores,Deybi,M,60000.0,60000.0
Portland Timbers,Fochive,George,M,50000.0,50000.0
Orlando City SC,Ford,Josh,GK,60000.0,60000.0
San Jose Earthquakes,Francis,Shaun,D,60000.0,62940.32
Columbus Crew,Francis,Waylon,D,144000.0,170166.67
DC United,Franklin,Sean,D,202500.0,234166.67
Seattle Sounders FC,Frei,Stefan,GK,165000.0,165000.0
Seattle Sounders FC,Friberg,Erik,M,180000.0,202500.0
Vancouver Whitecaps,Froese,Kianz,M-F,60000.0,64500.0
San Jose Earthquakes,Fucito,Michael,MF,60638.0,63527.8
Philadelphia Union,Gaddis,Raymon,D,130000.0,132500.0
Montreal Impact,Gagnon-Lapare,Jeremy,M,60000.0,64000.0
Columbus Crew,Gall,Romain,M,60000.0,63420.08
FC Dallas,Garcia,Danny,M,70000.0,86000.0
Real Salt Lake,Garcia,Olmes,F,130000.0,130000.0
LA Galaxy,Garcia,Rafael,M,60000.0,60000.0
LA Galaxy,Gargan,Dan,D,125000.0,125000.0
Houston Dynamo,Garrido,Luis,M,150000.0,150000.0
Chicago Fire,Gehrig,Eric,M,95000.0,100833.33
Columbus Crew,George,Kevan,M,60000.0,60000.0
LA Galaxy,Gerrard,Steven,M,6200004.0,6332504.0
Real Salt Lake,Gil,Luis,M,240000.0,335083.33
Toronto FC,Giovinco,Sebastian,M,5600000.0,7115555.67
Real Salt Lake,Glad,Justen,D,60000.0,71000.0
Portland Timbers,Gleeson,Jake,GK,72600.0,72600.0
San Jose Earthquakes,Godoy,Anibal,M,204000.0,204000.0
Toronto FC,Gomez,Herculez,F,240000.0,261000.0
San Jose Earthquakes,Gomez,Tomas,GK,50000.0,50000.0
Toronto FC,Goncalves,Jackson,D,165000.0,192500.0
New England Revolution,Goncalves,Jose,D,450000.0,479375.0
FC Dallas,Gonzalez,Jesse,GK,60000.0,69375.0
Seattle Sounders FC,Gonzalez,Leonardo,D,165000.0,165000.0
LA Galaxy,Gonzalez,Omar,D,1200000.0,1450000.0
San Jose Earthquakes,Goodson,Clarence,D,315000.0,342000.0
LA Galaxy,Gordon,Alan,F,175000.0,175000.0
New York City FC,Grabavoy,Ned,M,200000.0,215000.0
Colorado Rapids,Greenspan,Joseph,D,50000.04,50000.04
New York Red Bulls,Grella,Mike,F,60000.0,60000.0
Toronto FC,Hagglund,Nick,D,60000.0,60000.0
Colorado Rapids,Hairston,Marlon,M,80000.0,103000.0
New England Revolution,Hall,Jeremy,D,70000.0,70000.0
Orlando City SC,Hall,Tally,GK,215000.0,228500.0
Sporting Kansas City,Hallisey,Connor,M,60000.0,73750.0
DC United,Halsti,Markus,M,275000.0,336833.33
DC United,Hamid,Bill,GK,360000.0,405500.0
Toronto FC,Hamilton,Jordan,F,63000.0,75500.0
Chicago Fire,Harden,Ty,D,71663.0,75078.2
Colorado Rapids,Harrington,Michael,M-D,130000.0,130000.0
FC Dallas,Harris,Atiba,M-F,130000.0,130000.0
Vancouver Whitecaps,Harvey,Jordan,D,150000.0,150000.0
Orlando City SC,Heath,Harrison,M,60000.0,60000.0
FC Dallas,Hedges,Matt,D,135000.0,135000.0
New England Revolution,Herivaux,Zachary,M,60000.0,60000.0
New York City FC,Hernandez,Jason,D,175000.0,185000.0
FC Dallas,Hernandez,Moises,D,60000.0,61625.0
Columbus Crew,Higuain,Federico,M-F,1175000.0,1175000.0
Orlando City SC,Higuita,Cristian,M,60000.0,60000.0
Orlando City SC,Hines,Sebastian,D,108576.0,109826.0
Houston Dynamo,Hoffman,Chandler,F,60000.0,60000.0
FC Dallas,Hollingshead,Ryan,M,60000.0,60000.0
Philadelphia Union,Hoppenot,Antoine,F,60000.0,60000.0
Houston Dynamo,Horst,David,D,78750.0,81500.0
Houston Dynamo,Hunter,Taylor,D,50000.0,50000.0
Vancouver Whitecaps,Hurtado,Erik,F/M,78265.0,113265.0
,Hurtado,Jhon Kennedy,D,230000.0,230000.0
LA Galaxy,Husidic,Baggio,M,125000.0,125000.0
Chicago Fire,Igboananike,Kennedy,F,800000.0,901666.67
New York City FC,Iraola,Andoni,D,200004.0,200004.0
Colorado Rapids,Irwin,Clint,GK,85000.0,97000.0
Seattle Sounders FC,Ivanschitz,Andreas,M,180000.0,201250.0
Montreal Impact,Jackson-Hamel,Anthony,F,60000.0,60000.0
New York City FC,Jacobson,Andrew,M,150000.0,150000.0
San Jose Earthquakes,Jahn,Adam,F,60000.0,60000.0
Real Salt Lake,Jaime,Sebastian,F,200000.0,266666.67
LA Galaxy,Jamieson,Bradford,F,60000.0,60000.0
DC United,Jeffrey,Jared,M,68250.0,74450.0
Portland Timbers,Jewsbury,Jack,D,120000.0,137500.0
Columbus Crew,Jimenez,Hector,M,90000.0,90000.0
New York City FC,Johansen,Eirik,GK,50000.04,50000.04
Chicago Fire,Johnson,Jason,F,90000.0,131000.0
Chicago Fire,Johnson,Sean,GK,250000.0,253000.0
Portland Timbers,Johnson,Will,F,314000.0,334333.33
Seattle Sounders FC,Jones,Darwin,F,60000.0,66250.0
New England Revolution,Jones,Jermaine,M,2800000.0,3052500.0
Chicago Fire,Jones,Joevin,M,60000.0,66166.67
LA Galaxy,Juninho,,M,350000.0,350000.0
Chicago Fire,Junior,Gilberto,F,1144992.0,1144992.0
Vancouver Whitecaps,Kah,Pa Modou,D,170000.0,170000.0
Orlando City SC,Kaka,,M,6660000.0,7167500.0
Columbus Crew,Kamara,Kei,F,400000.0,536666.67
Chicago Fire,Kann,Alec,GK,60000.0,60000.0
Toronto FC,Kantari,Ahmed,D,300000.0,345000.0
Real Salt Lake,Kavita,Phanuel,D,50000.0,50000.0
LA Galaxy,Keane,Robbie,F,4500000.0,4500000.0
FC Dallas,Keel,Stephen,D,60000.0,60000.0
DC United,Kemp,Taylor,D,60000.0,60000.0
Sporting Kansas City,Kempin,Jonathan,GK,85000.0,92083.33
FC Dallas,Kennedy,Dan,GK,233000.0,233000.0
DC United,Kitchen,Perry,D,172000.0,257450.0
New York Red Bulls,Kljestan,Sacha,M,400000.0,537500.0
Columbus Crew,Klute,Chris,D,82500.0,87802.09
New England Revolution,Knighton,Brad,GK,82005.0,82005.0
New England Revolution,Kobayashi,Daigo,M,135000.0,146666.67
Vancouver Whitecaps,Koffie,Gershon,M,230000.0,241000.0
Toronto FC,Konopka,Chris,GK,66000.0,66000.0
DC United,Korb,Chris,D,99000.0,106479.83
San Jose Earthquakes,Koval,JJ,M,60000.0,60000.0
Seattle Sounders FC,Kovar,Aaron,M,60000.0,60200.0
Montreal Impact,Kronberg,Eric,GK,132000.0,132000.0
Portland Timbers,Kwarasey,Adam,GK,260000.0,260000.0
Vancouver Whitecaps,Laba,Matias,M,325000.0,325000.0
Colorado Rapids,LaBrocca,Nick,M,160000.0,180000.0
New York Red Bulls,Lade,Connor,D,60638.0,64891.01
Philadelphia Union,Lahoud,Michael,M,108900.0,112233.33
Orlando City SC,Lameira,Valdomiro,M,50000.0,50000.0
New York City FC,Lampard,Frank,M,6000000.0,6000000.0
Columbus Crew,Lampson,Matt,GK,60000.0,60000.0
Chicago Fire,Larentowicz,Jeff,D,265000.0,271000.0
Orlando City SC,Larin,Cyle,F,125000.0,167000.0
New York Red Bulls,Lawrence,Kemar,D,60000.0,60000.0
Philadelphia Union,Le Toux,Sebastien,M,275000.0,285228.13
Montreal Impact,Lefevre,Wandrille,M,60000.0,60000.0
San Jose Earthquakes,Lenhart,Steven,F,150000.0,159083.33
Columbus Crew,Lev-Ari,Sagi,F,60000.0,60000.0
Vancouver Whitecaps,Lewis,Andre,M,60000.0,75000.0
Houston Dynamo,Lisch,Michael,GK,60000.0,60000.0
LA Galaxy,Lletget,Sebastian,M,95000.04,100500.04
,Lochhead,Tony,D,134375.0,134375.0
Houston Dynamo,Lopez,Alexander,M,115500.0,135500.0
Sporting Kansas City,Lopez,Mikey,M,100000.0,172000.0
Houston Dynamo,Lovejoy,Rob,M,50000.0,50000.0
Toronto FC,Lovitz,Daniel,M,60000.0,60000.0
Seattle Sounders FC,Lowe,Damion,D,60375.0,71375.0
FC Dallas,Loyd,Zach,M,175000.0,196666.67
Seattle Sounders FC,Lyon,Charlie,GK,50000.0,50000.0
Columbus Crew,Mabwati,Cedrick,M,201428.52,220178.52
Colorado Rapids,MacMath,Zac,GK,130000.0,130000.0
LA Galaxy,Maganto,Ignacio,M,60000.0,60000.0
Chicago Fire,Magee,Mike,F,400000.0,467500.0
Philadelphia Union,Maidana,Cristian,F,203500.0,217250.0
Montreal Impact,Mallace,Calum,M,60000.0,75000.0
Vancouver Whitecaps,Manneh,Kekuta,F,82500.0,112000.0
Toronto FC,Mannella,Chris,M,60000.0,60000.0
Portland Timbers,Manning,Anthony,D,50000.04,50000.04
Houston Dynamo,Manotas,Mauro,F,60000.0,60000.0
Real Salt Lake,Mansally,Kenny,F,60000.0,66500.0
Seattle Sounders FC,Mansaray,Victor,F,50000.0,53500.0
Montreal Impact,Mapp,Justin,M,186725.0,199225.0
Philadelphia Union,Marquez,Richard,D,60000.0,60000.0
Seattle Sounders FC,Marshall,Chad,D,275000.0,291666.67
DC United,Martin,Collin,M,70000.0,84166.67
Real Salt Lake,Martinez,Juan Manuel,F,710000.0,1108666.67
New York Red Bulls,Martins,Felipe,M,175000.0,207500.0
Seattle Sounders FC,Martins,Obafemi,F,2400000.0,3000000.0
Orlando City SC,Mateos,David,D,300000.0,325000.0
Vancouver Whitecaps,Mattocks,Darren,F,180000.0,272000.0
Real Salt Lake,Maund,Aaron,D,60000.0,63449.5
Philadelphia Union,McCarthy,John,GK,60000.0,66250.0
New York Red Bulls,McCarty,Dax,M,220000.0,262500.0
Columbus Crew,McInerney,Jack,F,270000.0,334166.67
Vancouver Whitecaps,McKendry,Ben,M,50000.0,50000.0
Philadelphia Union,McLaughlin,James,M,60000.0,60000.0
New York Red Bulls,McLaws,Shawn,D,50000.0,50000.0
New York City FC,McNamara,Thomas,M,60000.0,71500.0
New York City FC,Meara,Ryan,GK,71663.0,72913.0
Seattle Sounders FC,Mears,Tyrone,D,165000.0,174000.0
Sporting Kansas City,Medranda,Jimmy,M,60000.0,60000.0
Portland Timbers,Melano,Lucas,F,799992.0,799992.0
Sporting Kansas City,Melia,Tim,GK,80000.0,84203.33
New York City FC,Mena,Jefferson,D,200000.0,211400.0
LA Galaxy,Mendiola,Raul,F,60000.0,60400.0
Columbus Crew,Meram,Justin,F,165000.0,175000.0
San Jose Earthquakes,Meredith,Bryan,GK,60000.0,60000.0
LA Galaxy,Meyer,Tommy,D,60000.0,73750.0
Vancouver Whitecaps,Mezquida,Nicolas,M-F,80000.0,80000.0
New York Red Bulls,Miazga,Matt,D,68250.0,74500.0
Montreal Impact,Miller,Eric,M/D,60375.0,71375.0
New York Red Bulls,Miller,Roy,M,200000.0,200000.0
Houston Dynamo,Miranda,Leonel,M,60000.0,60000.0
DC United,Mishu,Luke,D,50000.0,50000.0
POOL,Mitchell,Trey,GK,50000.04,50000.04
Orlando City SC,Molino,Kevin,M,100000.0,111400.0
Colorado Rapids,Moor,Drew,D,258500.0,270500.0
Toronto FC,Moore,Luke,F,215000.0,235500.0
Real Salt Lake,Morales,Javier,M,300000.0,300000.0
Vancouver Whitecaps,Morales,Pedro,M,1190000.0,1410900.0
Toronto FC,Morgan,Ashtone,D,100000.0,112000.0
Toronto FC,Morrow,Justin,D,170000.0,179562.5
New England Revolution,Mulgrew,Timothy,F,50000.04,50000.04
Real Salt Lake,Mulholland,Luke,M,82500.0,83750.0
New York City FC,Mullins,Patrick,F,80000.0,110000.0
Sporting Kansas City,Mustivar,Soni,M,250000.0,250000.0
Orlando City SC,Mwanga,Danny,F,75000.0,82500.0
Sporting Kansas City,Myers,Chance,D-M,170000.0,195000.0
Sporting Kansas City,Nagamura,Paulo,M,230000.0,230000.0
Portland Timbers,Nagbe,Darlington,M/F,244000.0,263000.0
Portland Timbers,Nanchoff,Michael,M,60000.0,60000.0
Seattle Sounders FC,Neagle,Lamar,M,165000.0,167833.33
Orlando City SC,Neal,Lewis,M,112500.0,119103.28
Sporting Kansas City,Nemeth,Krisztian,F,250000.0,250000.0
New England Revolution,Neumann,Steve,M-F,71500.0,92750.0
New England Revolution,Nguyen,Lee,M/F,175000.0,193750.0
Philadelphia Union,Nogueira,Vincent,M,330000.0,330000.0
Chicago Fire,Nyarko,Patrick,F,200000.0,215750.0
San Jose Earthquakes,Nyassi,Sanna,M,120000.0,126250.0
New York Red Bulls,Obekop,Marius,M,50000.0,50000.0
Seattle Sounders FC,Ockford,Jimmy,D,60000.0,60000.0
Montreal Impact,Oduro,Dominic,F,250000.0,251666.67
New England Revolution,Okoli,Sean,F,50000.0,50000.0
Sporting Kansas City,Okugo,Amobi,M,275000.0,300000.0
Real Salt Lake,Okwuonu,Boyd,D,60000.0,80000.0
Houston Dynamo,Olabiyi,Rasheed,M,60000.0,60000.0
Real Salt Lake,Olave,Jamison,D,290000.0,300000.0
Sporting Kansas City,Opara,Ike,D,115000.0,121250.0
DC United,Opare,Kofi,D,60000.0,60000.0
Toronto FC,Osorio,Jonathan,M,145000.0,152599.68
New York Red Bulls,Ouimette,Karl,D,60000.0,60000.0
Vancouver Whitecaps,Ousted,David,GK,286000.0,302570.0
Real Salt Lake,Ovalle,Adolfo,M,60000.0,70500.0
Chicago Fire,Palmer,Lovel,M,118000.0,125500.0
Sporting Kansas City,Palmer-Brown,Erik,D,60000.0,60500.0
Portland Timbers,Paparatto,Norberto,D,120000.0,120000.0
Seattle Sounders FC,Pappa,Marco,M,75000.0,75000.0
Vancouver Whitecaps,Parker,Tim,D,60000.0,78750.0
Columbus Crew,Parkhurst,Michael,D,275000.0,300000.0
Portland Timbers,Peay,Taylor,D,50000.0,50000.0
Real Salt Lake,Pecka,,M,60000.0,64166.67
San Jose Earthquakes,Pelosi,Marc,M,60000.0,72500.0
Portland Timbers,Pereira,Jeanderson,D,60000.0,60000.0
FC Dallas,Pereira,Michel,M/D,140000.0,161500.0
FC Dallas,Perez,Blas,F,350000.0,374250.0
San Jose Earthquakes,Perez,Matias,M,240000.0,240000.0
LA Galaxy,Perk,Brian,GK,60000.0,60000.0
Seattle Sounders FC,Perkins,Troy,GK,130000.0,136662.5
Toronto FC,Perquis,Damien,D,323000.0,372500.0
New York Red Bulls,Perrinelle,Damien,D,132000.0,132000.0
Sporting Kansas City,Peterson,Jacob,F,123500.0,130375.0
Philadelphia Union,Pfeffer,Zach,M,60000.0,60000.0
Real Salt Lake,Phillips,Demar,D,140000.0,149666.67
Montreal Impact,Piatti,Ignacio,M,400000.0,400000.0
San Jose Earthquakes,Pierazzi,Jean Baptiste,M,260000.0,260000.0
Seattle Sounders FC,Pineda,Gonzalo,M,160000.0,160000.0
New York City FC,Pirlo,Andrea,M,2000004.0,2315694.0
Colorado Rapids,Pittinari,Lucas,M,190000.0,210000.0
Real Salt Lake,Plata,Joao,F,150000.0,150000.0
Columbus Crew,Pogatetz,Emanuel,D,250000.0,262500.0
New York City FC,Poku,Kwadwo,M,60000.0,63045.09
Chicago Fire,Polster,Matt,D,60000.0,75000.0
DC United,Pontius,Chris,M-F,365000.0,396000.0
Montreal Impact,Porter,Cameron,F,50000.0,50000.0
Portland Timbers,Powell,Alvas,D,60000.0,68700.0
Colorado Rapids,Powers,Dillon,M,245000.0,275000.0
Sporting Kansas City,Quintilla,Jordi,M,50000.04,59525.04
Colorado Rapids,Ramirez,Juan Edgardo,M,75000.0,75000.0
Orlando City SC,Ramos,Rafael,D,50000.0,50000.0
Orlando City SC,Redding,Tommy,D,85000.0,92500.0
Seattle Sounders FC,Remick,Dylan,D,60000.0,60000.0
San Jose Earthquakes,Renato,Paulo,D,96000.0,96000.0
Montreal Impact,Reo-Coker,Nigel,D-M,275000.0,275000.0
New York Red Bulls,Reynish,Kyle,GK,86000.0,90316.67
Orlando City SC,Ribeiro,Pedro,M,60000.0,60000.0
LA Galaxy,Ribeiro Da Silva,Leonardo,D,150000.0,155000.0
New York Red Bulls,Richards,Dane,M,105000.0,105000.0
LA Galaxy,Ricketts,Donovan,GK,260000.0,260000.0
Portland Timbers,Ridgewell,Liam,D,1000000.0,1150000.0
Colorado Rapids,Riley,James,D,77500.0,83750.0
Real Salt Lake,Rimando,Nick,GK,350000.0,370000.0
Chicago Fire,Ritter,Chris,M,60000.0,60000.0
Orlando City SC,Rivas,Carlos,M,60000.0,60000.0
Orlando City SC,Rivera,Sidney,F,50000.0,50000.0
Vancouver Whitecaps,Rivero,Octavio,F,890850.0,890850.0
Toronto FC,Roberts,Quillan,GK,60000.0,60000.0
DC United,Robinson,Jalen,D,70000.0,82000.0
New York Red Bulls,Robles,Luis,GK,130000.0,151375.0
Orlando City SC,Rochez,Bryan,F,200000.0,279500.0
Vancouver Whitecaps,Rodriguez,Diego,D,124000.0,165750.0
Houston Dynamo,Rodriguez,"Jose ""Memo""",M,60000.0,60000.0
Houston Dynamo,Rodriguez,Raul,D,325000.0,354333.33
LA Galaxy,Rogers,Robbie,F,175000.0,191666.67
Seattle Sounders FC,Roldan,Cristian,M,80000.0,102000.0
DC United,Rolfe,Chris,F,210000.0,225000.0
Montreal Impact,Romero,Andres,F,100000.0,100000.0
LA Galaxy,Romney,David,D,60000.0,60000.0
Vancouver Whitecaps,Rosales,Mauro,M,215000.0,265000.0
Seattle Sounders FC,Rose,Andy,M,60000.0,60000.0
LA Galaxy,Rowe,Brian,GK,60000.0,60000.0
New England Revolution,Rowe,Kelyn,M,140000.0,221000.0
