club,last_name,first_name,position,base_salary,guaranteed_compensation
Chicago Fire,Armas,Chris,M,225000.0,225000.0
Chicago Fire,Banner,Michael,M,12900.0,12900.0
Chicago Fire,Barrett,Chad,F,41212.5,48712.5
Chicago Fire,Blanco,Cuauhtemoc,F,2492316.0,2666778.0
Chicago Fire,Brown,C.J.,D,106391.0,106391.0
Chicago Fire,Busch,Jon,GK,58008.0,58008.0
Chicago Fire,Carr,Calen,F,38000.0,50500.0
Chicago Fire,Conde,Wilman,D,144000.0,151500.0
Chicago Fire,Correa,Thiago,M,44100.0,44100.0
Chicago Fire,Curtin,Jeff,D,12900.0,12900.0
Chicago Fire,Curtin,Jim,D,120750.0,120750.0
Chicago Fire,Franks,Floyd,M,17700.0,17700.0
Chicago Fire,Guerrero,Ivan,D-M,160000.0,187500.0
Chicago Fire,Gutierrez,Diego,M,126500.0,126500.0
Chicago Fire,Mapp,Justin,M,130000.0,136000.0
Chicago Fire,Marques,Bruno,M,12900.0,12900.0
Chicago Fire,Monteiro,Jerson,F,17700.0,17700.0
Chicago Fire,Noble,Nick,GK,12900.0,12900.0
Chicago Fire,Pause,Logan,M,69300.0,69300.0
Chicago Fire,Pickens,Matt,GK,32340.0,32340.0
Chicago Fire,Plotkin,Brian,M,30000.0,30000.0
Chicago Fire,Robinson,Dasan,D,42500.0,42500.0
Chicago Fire,Rolfe,Chris,F,70000.0,74700.0
Chicago Fire,Russolillo,Jordan,D,12900.0,12900.0
Chicago Fire,Segares,Gonzalo,D,48300.0,50800.0
Chicago Fire,Soumare,Bakary,D,45000.0,78000.0
Chicago Fire,Telesford,Osei,D,36000.0,36625.0
Chicago Fire,Wanchope,Paulo,F,240000.0,267500.0
Chicago Fire,Woolard,Daniel,D,12900.0,12900.0
CHV,Arvizu,David,F,33000.0,40500.0
CHV,Bornstein,Jonathan,D,57500.0,57500.0
CHV,Brooks,Desmond,D,12900.0,12900.0
CHV,Burling,Bobby,F-D,12900.0,12900.0
CHV,Burpo,Preston,GK,52491.6,52491.6
CHV,Cunliffe,John,F,30000.0,45000.0
CHV,Flores,Jorge,M,12900.0,13275.0
CHV,Galindo,Maykel,F,72500.0,72500.0
CHV,Guzan,Brad,GK,52237.5,67237.5
CHV,Hamilton,Anthony,F,17700.0,17700.0
CHV,Hernandez,Jason,D,45000.0,45625.0
CHV,Kljestan,Sacha,M,70000.0,103000.0
CHV,Llamosa,Carlos,D,84000.0,84000.0
CHV,Lopez,Rodrigo,M,17700.0,17700.0
CHV,Marsch,Jesse,M,100000.0,109375.0
CHV,Mendoza,Francisco,M,90000.0,93750.0
CHV,Merlin,Laurent,M,60000.0,60000.0
CHV,Myers,Justin,GK,12900.0,12900.0
CHV,Nagamura,Paulo,M,89250.0,89250.0
CHV,Nunez,Ramon,M,100000.0,118000.0
CHV,Perez,Orlando,D,70000.0,70000.0
CHV,Razov,Ante,F,245000.0,248750.0
CHV,Robles,Eder,D,12900.0,12900.0
CHV,Solorzano,Erasmo,M,12900.0,12900.0
CHV,Suarez,Claudio,D,146991.6,146991.6
CHV,Thomas,Shavar,D,70000.0,73750.0
CHV,Vaughn,Lawson,D,30000.0,30000.0
CHV,Zotinca,Alex,D,67500.0,68750.0
Columbus Crew,Evans,Brad,F,17700.0,17700.0
Columbus Crew,Garey,Jason,F,41250.0,53750.0
Columbus Crew,Gaudette,Bill,GK,30000.0,30000.0
Columbus Crew,Gaven,Eddie,M,165000.0,188000.0
Columbus Crew,Gonzalez,Marcos,D,156000.0,162250.0
Columbus Crew,Grabavoy,Ned,M,45050.25,52550.25
Columbus Crew,Gruenebaum,Andy,GK,17700.0,17700.0
Columbus Crew,Hejduk,Frankie,D,150000.0,175000.0
Columbus Crew,Hendrickson,Ezra,D-M,76650.0,77900.0
Columbus Crew,Herron,Andy,F,140000.0,148750.0
Columbus Crew,Hesmer,William,GK,30870.0,30870.0
Columbus Crew,Hunter,Ben,F,12900.0,12900.0
Columbus Crew,Junge,Ryan,D,12900.0,12900.0
Columbus Crew,Kamara,Kei,F,33000.0,43000.0
Columbus Crew,Marshall,Chad,D,100000.0,123000.0
Columbus Crew,Miglioranzi,Stefani,M,70008.0,86258.0
Columbus Crew,Moreno,Alejandro,F,120000.0,125000.0
Columbus Crew,Moss,Brandon,M,17700.0,17700.0
Columbus Crew,O'Rourke,Danny,M,46331.25,56331.25
Columbus Crew,Oughton,Duncan,D,72000.0,72000.0
Columbus Crew,Peterson,Andrew,M,12900.0,12900.0
Columbus Crew,Pierce,Rusty,D,63000.0,64300.0
Columbus Crew,Rogers,Robbie,F-M,50000.0,50000.0
Columbus Crew,Schelotto,Guillermo Barros,F,150000.0,150000.0
Columbus Crew,Szetela,Danny,M,43135.31,48760.31
Columbus Crew,Thomas,Jacob,M,84000.0,87750.0
Columbus Crew,Virtuoso,Ricardo,M,60000.0,102000.0
Columbus Crew,Ward,Tim,D,38456.25,48456.25
Columbus Crew,Zayner,Jed,D,33000.0,40500.0
Colorado Rapids,Ballouchy,Mehdi,M,70000.0,88000.0
Colorado Rapids,Cancela,Jose,M,156000.0,156000.0
Colorado Rapids,Casey,Conor,F,180000.0,180000.0
Colorado Rapids,Clark,Colin,F,17700.0,17700.0
Colorado Rapids,Colaluca,Nico,M,45000.0,78000.0
Colorado Rapids,Cooke,Terry,M,147500.0,152500.0
Colorado Rapids,Coundoul,Bouna,GK,30000.0,30000.0
